total_trades,unique_traders,total_volume_usd,total_pnl,overall_win_rate,fear_win_rate,greed_win_rate,smart_money_count,smart_money_pnl
211218,32,1191098773.6,10254486.949306002,83.20051340012643,84.42333515691053,82.45236698603054,23,9749413.120000003
